                                                                                                                                                
================
== TensorFlow ==
================

NVIDIA Release 20.07-tf2 (build 14714731)
TensorFlow Version 2.2.0

Container image Copyright (c) 2020, NVIDIA CORPORATION.  All rights reserved.
File: 8a6aa320ff58af4576a7c148a40e1607.jpg, Guess: Dratini Correct: Dratini
File: 8b2da21b51dffcc592299d24dbf76aee.jpg, Guess: Dratini Correct: Dratini
File: 8b432d57605cf5501e340bff01ec2358.jpg, Guess: Sandshrew Correct: Dratini
File: 8b462727afbc734013c3b62cc37c5c6d.png, Guess: Mew Correct: Dratini
File: 8b979bf0df700d6090271a8d45043c59.jpg, Guess: Dratini Correct: Dratini
File: 8bef16e4a591179b85e26fc39d69a898.jpg, Guess: Dragonair Correct: Dratini
File: 8c1eb745ee3fa301d1ed9bc4effa17c6.jpg, Guess: Dratini Correct: Dratini
File: 8ca48a61af7dda5639a058f50f6a9fd2.png, Guess: Dratini Correct: Dratini
File: 8d324d6e2446baac2f9c6e34696b4ffe.jpg, Guess: Psyduck Correct: Dratini
File: 8dab174c5ddba70d02cba823ade5ef37.jpg, Guess: Meowth Correct: Dratini
File: 8dc4cc514db74bee9fa1c9504ef470e0.jpeg, Guess: Cubone Correct: Dratini
File: 8deb1956cc8decc37b821c6d4d5d7ddc.jpg, Guess: Farfetchd Correct: Dratini
File: 8fe5c5de74fd238dc722438ab827a7ce.png, Guess: Dragonite Correct: Dratini
File: 8febde5ce6184b85b0469367c03f4493.jpg, Guess: Diglett Correct: Dratini
File: 902f643ba9bb498692d0f9528c48f6c8.jpg, Guess: Raichu Correct: Dratini
File: 9047adfacf10789efdfc26ef565c0019.jpg, Guess: Dratini Correct: Dratini
File: 9143e9bb2f795c9f3152d2ec95ec1633.jpg, Guess: Charmander Correct: Dratini
File: 92aed0d662f4b082ef172ccd6b157db0.jpg, Guess: Dratini Correct: Dratini
File: 92b5e275bf359d7e2a40f8228cf9fd21.jpg, Guess: Dratini Correct: Dratini
File: 92c5d3a5da05abc26b77709716bb9762.jpg, Guess: Dratini Correct: Dratini
File: 93a9e26fbae54ccf8dc541fc612eb08a.jpg, Guess: Charmander Correct: Dratini
File: 98730d0d2450223c47d5fe6e8d4ef152.png, Guess: Dratini Correct: Dratini
File: 9a90dc3fc5e8e0353ff2395c36b3de99.jpg, Guess: Dratini Correct: Dratini
File: 9ac3e0579651eba9400493a4e9893ceb.jpg, Guess: Dratini Correct: Dratini
File: 9b2a9222226c7b35c8db92c45426b9e7.jpg, Guess: Dratini Correct: Dratini
File: 9b9b685e529a538254be72553d2a03ce.jpg, Guess: Dratini Correct: Dratini
File: 9bbcd810cb3a1e70a54d113194c87170.jpg, Guess: Dratini Correct: Dratini
File: 9f9ef8b2ece18444065919f51984b65c.jpg, Guess: Dratini Correct: Dratini
File: 9fa2ec025f0bde68856e932423eaa166.jpg, Guess: Mew Correct: Dratini
File: a125d4824493de3a512ec21bfe3905da.jpg, Guess: Raichu Correct: Dratini
File: a25202de10805678096926ba1b5477ca.jpg, Guess: Raichu Correct: Dratini
File: a2c0732ad1b411b611ced1063139400f.jpg, Guess: Dratini Correct: Dratini
File: a2c3515f47464c27b181f64f8af08cd1.jpg, Guess: Dratini Correct: Dratini
File: a2e914b79e2a36b20fa3f86e0631c758.png, Guess: Cubone Correct: Dratini
File: a417de419703c688445a7c7131427bba.png, Guess: Dratini Correct: Dratini
File: a41b0ec13e563d6e27b1778da47111d3.jpg, Guess: Psyduck Correct: Dratini
File: a6c34defb3f5496ed62383b8b05b9afa.png, Guess: Dratini Correct: Dratini
File: a7fafe31c3b9fca553075f58e65d02d7.jpg, Guess: Charmander Correct: Dratini
File: a900cc723c7aa2885393cd78e67ca71d.jpg, Guess: Charmander Correct: Dratini
File: a9a7f64bbcb8d2006643d3f3e0c39421.jpg, Guess: Dratini Correct: Dratini
File: a9d46d84dcd4b857dc571dfe2e00150e.jpg, Guess: Cubone Correct: Dratini
File: aa08cf12b0e84152b1ae9132175038e3.jpg, Guess: Dratini Correct: Dratini
File: ab9e332e25808b9bbdbe526293fbd495.png, Guess: Dratini Correct: Dratini
File: abb73d34fd70e024cc25e092640175aa.png, Guess: Dratini Correct: Dratini
File: ad0493133ae588d193a5fdd09317a6ae.jpg, Guess: Dratini Correct: Dratini
File: adf010243dcbc934f40fe34b9cb71755.jpg, Guess: Dratini Correct: Dratini
File: b00d4dde31a042c497b49fafdee6ecec.jpg, Guess: Dratini Correct: Dratini
File: b036d5e51edc3ecfa4d21e1a3adf9461.png, Guess: Goldeen Correct: Dratini
File: b09b9688f8e724a88fafd9de6f0709be.jpg, Guess: Dratini Correct: Dratini
File: b17e0f73f1f8d3dfce5ddef42843d286.jpg, Guess: Meowth Correct: Dratini
File: b241a812fcc5b9c0e6ccbe9467e0d403.jpg, Guess: Lickitung Correct: Dratini
File: b24d40a71c204b20aa3eb0cba39cf40d.jpg, Guess: Charmander Correct: Dratini
File: b2dae6afd5a6ce6d5a64b57394cf6f3a.jpg, Guess: Dratini Correct: Dratini
File: b3008347974cf050560258fdfd0b29ae.jpg, Guess: Dratini Correct: Dratini
File: b33d7548323ae0b2c5d64d79f7389130.jpg, Guess: Dratini Correct: Dratini
File: b479daa8df2c82f216c554bc20ca7e33.png, Guess: Dratini Correct: Dratini
File: b4da70d4d175ab34536a6c286208abcd.jpg, Guess: Dratini Correct: Dratini
File: b5286bc326d1312d2230351897e9a92f.jpg, Guess: Dratini Correct: Dratini
File: b52a1310258da7371fd51b4632e741f6.jpg, Guess: Eevee Correct: Dratini
File: b629f0d90bf5208a7484d2eed2e16473.jpg, Guess: Charmander Correct: Dratini
File: b64858aee72d4e32b7133a5dd78e133d.jpg, Guess: Raichu Correct: Dratini
File: b6e4965d2b0c9544d15a00ee1e51cb5c.jpg, Guess: Dratini Correct: Dratini
File: b737f024528ff0d4f9407d6058ec35a4.jpg, Guess: Farfetchd Correct: Dratini
File: b76dda2695c34b9b2d7c8e7de89d1f35.jpg, Guess: Dratini Correct: Dratini
File: b7c56ada8ddaf88cdcbaf267b0354d47.jpg, Guess: Exeggutor Correct: Dratini
File: b808a16ce7fe4b96ac471b5c94bcc743.jpg, Guess: Dratini Correct: Dratini
File: b8d62c9cf764046357e7e12095fbc83f.jpg, Guess: Magneton Correct: Dratini
File: b90777b2cd8fcfac22886a05ee9f2c8b.jpg, Guess: Eevee Correct: Dratini
File: ba2cc544e02ba1a85321ec44177f9734.jpg, Guess: Dratini Correct: Dratini
File: ba5975ff7168bd4bf1bc3b9d1e386536.jpg, Guess: Dratini Correct: Dratini
File: bf4ec7d5a9ee36b47cd121e17ab7c918.jpg, Guess: Dratini Correct: Dratini
File: bf5bb30839047af190c26a23e9346ff4.png, Guess: Raichu Correct: Dratini
File: bfc60338cec0bf628a1de8a2a8d2265d.jpg, Guess: Dratini Correct: Dratini
File: c16aa9e239e14c7f284cf3c2cc954f2a.png, Guess: Pinsir Correct: Dratini
File: c170d8cd53b847dd616b551f69c015e2.jpg, Guess: Dratini Correct: Dratini
File: c1e76b4d6a0074644ce1fd95aaf0a6b5.jpg, Guess: Oddish Correct: Dratini
File: c26fb1a985dbc8d78a2eb7922c5f8632.jpg, Guess: Dratini Correct: Dratini
File: c28933d1a2c2997a270685fc487ac3a2.jpg, Guess: Dratini Correct: Dratini
File: c2eeebb5d7844a10926fbe3a96f5950a.jpg, Guess: Dratini Correct: Dratini
File: c422dd4ab228fdfc39fd62bad617451d.jpg, Guess: Raichu Correct: Dratini
File: c620bfd46d284f5c38e8b4b352761338.jpg, Guess: Omastar Correct: Dratini
File: c68da455642648eff20af63967ed2b8d.png, Guess: Dratini Correct: Dratini
File: c6c86a39e2c790ea73910d2aabe83af5.png, Guess: Raichu Correct: Dratini
File: c6dc7472eeaf56e019fc5a56ba8db8ea.jpg, Guess: Jynx Correct: Dratini
File: c6f0a7dccbc4e04da5612faad5bb0772.jpg, Guess: Raticate Correct: Dratini
File: c7fa978e20e94091b6c1724a30f421f0-0.jpg, Guess: Dratini Correct: Dratini
File: c9a907fe106072f5f669a6e1fadf227c.jpg, Guess: Dratini Correct: Dratini
File: c9bfa65191ec4dd8cfcbdecc2901060b.jpg, Guess: Gloom Correct: Dratini
File: c9ed879d59d8622eff23758cd946fe2a.jpg, Guess: Eevee Correct: Dratini
File: ca6e4ca06f69c5106161b065544c49b6.jpg, Guess: Dratini Correct: Dratini
File: cb003dfb45b951abf30472e9dedf1b35.jpg, Guess: Dratini Correct: Dratini
File: cb409d8ba3629d355f99648bbf5150ff.jpg, Guess: Dratini Correct: Dratini
File: cbd202f5a3564099380ce6263a9a8a62.png, Guess: Charmander Correct: Dratini
File: cbd6985bfc74e0b62bae248246e642e1.png, Guess: Raichu Correct: Dratini
File: cc9ede08adc9fd6c3d6fa28b18435d88.jpg, Guess: Pinsir Correct: Dratini
File: ccb37f27fb5c47b0946293adf9d39aa5.jpg, Guess: Slowbro Correct: Dratini
File: cfcc4c7f1e07bba174405799eca0368a.png, Guess: Dragonair Correct: Dratini
File: d0449af33995498e25446c10a50568f2.jpg, Guess: Dratini Correct: Dratini
File: d075ba153827b72f01be482da204c4d1.jpg, Guess: Dratini Correct: Dratini
File: d0b8888ddeb602c73bc6a301a49a8637.jpg, Guess: Dratini Correct: Dratini
File: d15bb7fbeb0b74ae857b3b1ada121221.jpg, Guess: Eevee Correct: Dratini
File: d30f51a925b4efb301de5f1330d21788.jpg, Guess: Charmander Correct: Dratini
File: d43f84ced4b99fd15649e3afab5e4daa.jpg, Guess: Dratini Correct: Dratini
File: d4cdee792ac6bcaef2262457e8b20b7b.jpg, Guess: Dragonite Correct: Dratini
File: d5217bec0471c5d236fc96f8bc1754a8.jpg, Guess: Magneton Correct: Dratini
File: d664ab0c3f33d90b316c48a0f6001cf4.jpg, Guess: Dratini Correct: Dratini
File: d767470f6a6e44f6b3076282d4d416cf.jpg, Guess: Magneton Correct: Dratini
File: d7c047b4e20aa39868e18680b69fb7b2.png, Guess: Dratini Correct: Dratini
File: d8b3a5a5b7b675a0b8baaaf78661e98c.jpg, Guess: Dratini Correct: Dratini
File: d915f35cdb205e1560312438161241fa.jpg, Guess: Dratini Correct: Dratini
File: d9b2b2640febdc1480d7d329549a8f15.jpg, Guess: Dratini Correct: Dratini
File: da4ab97214a337ed9c01f40c040912fc.jpg, Guess: Dewgong Correct: Dratini
File: dab8de761e8641485266de9a134d3d4f.jpg, Guess: Charmander Correct: Dratini
File: e1e24fd1b4216c57ede783cdb7355525.jpg, Guess: Dratini Correct: Dratini
File: e3353351fd42d49940beb45726cbfee2.jpg, Guess: Dratini Correct: Dratini
File: e3ef3f710234e270a7416e3439bf77f9.jpg, Guess: Dratini Correct: Dratini
File: e49c47b48942fa7b6a9e46e1210ce322.jpg, Guess: Dratini Correct: Dratini
File: e5025c17857532172e09f51566a86ab3.jpg, Guess: Dratini Correct: Dratini
File: e6917cb7ed5a8e7a9fa6b6ed95017693.jpg, Guess: Psyduck Correct: Dratini
File: e849f364d6d4b47e1a67898c751b8ea6.png, Guess: Dratini Correct: Dratini
File: ea5ec42bfc2694291683b4b757cef89f.png, Guess: Dratini Correct: Dratini
File: eb221c8ddb1193ce3c8188605d556daf.jpg, Guess: Sandshrew Correct: Dratini
File: eb8ec8250c067253504a197a972e60e1.jpg, Guess: Lickitung Correct: Dratini
File: ec50887429cd977ebac86f6222324601.jpg, Guess: Dratini Correct: Dratini
File: ee1601c88a65f426b164bea7bace6fc9.jpg, Guess: Dratini Correct: Dratini
File: ee42c4af015b67a0c2829fb18e39a63b.png, Guess: Raichu Correct: Dratini
File: ef85e34afe3f5e93af192180b27cd251.jpg, Guess: Dratini Correct: Dratini
File: ef9b3c5ac17749f928683bc9eee6f773.jpg, Guess: Dratini Correct: Dratini
File: f100f0680e8416e1ce8227cd5a703ab3.jpg, Guess: Dratini Correct: Dratini
File: f1259b3da75f3eca7cab2eff76544caf.png, Guess: Dratini Correct: Dratini
File: f1934227391aab4d635e7abad2972925.jpg, Guess: Dratini Correct: Dratini
File: f1ba775df30ae1ae835674998225d69a.png, Guess: Dratini Correct: Dratini
File: f2039ba4e3e60c1936d8d2d2484241f3.jpg, Guess: Dratini Correct: Dratini
File: f28f3c94d4492d92ae1cb5c8d72bef9d.jpg, Guess: Onix Correct: Dratini
File: f4e54db93c992b39ab50ffe787d41e5d.jpg, Guess: Dratini Correct: Dratini
File: f691ede2a3e23fe67f596b937bc4c4ca.jpg, Guess: Dratini Correct: Dratini
File: f775b22db98e4d3dc089b86349c0e0a4.jpg, Guess: Dratini Correct: Dratini
File: f82e28c358a14344932ec257c188786c.jpg, Guess: Dratini Correct: Dratini
File: f84d84b1daca0e6d80795a4854757b1e.png, Guess: Dratini Correct: Dratini
File: f897c60237b28180716ba09d0e4e3367.jpg, Guess: Weezing Correct: Dratini
File: f91b33a7526db4c6795e2e524a276793.png, Guess: Raichu Correct: Dratini
File: f9969b71a1c6894fdafac1f9465cb34a.jpg, Guess: Dratini Correct: Dratini
File: f9b04be8f16e4b7a434387465073f3e9.png, Guess: Dratini Correct: Dratini
File: fab66e80e6991c49e12fcedade6b54ff.jpg, Guess: Hypno Correct: Dratini
File: fba6a02843511c9d9f56e106f7702039.jpg, Guess: Dratini Correct: Dratini
File: fbe5ed006dca1869132d04cc9a5f2d64.jpg, Guess: Chansey Correct: Dratini
File: fc64369daffff5e120230727f7e0bb7d.jpg, Guess: Hitmonlee Correct: Dratini
File: fd3c3543caf05a9bf474ecd0d9caebaa.jpg, Guess: Farfetchd Correct: Dratini
File: fd7ad9bfbb1745b325fa35002b2125a0.jpg, Guess: Eevee Correct: Dratini
File: ff4cbc42b58934c11bedd20e06605bc2.png, Guess: Raichu Correct: Dratini
Accuracy for Dratini: 0.57
File: 00000000.png, Guess: Drowzee Correct: Drowzee
File: 00000001.png, Guess: Drowzee Correct: Drowzee
File: 00000002.png, Guess: Drowzee Correct: Drowzee
File: 00000003.png, Guess: Drowzee Correct: Drowzee
File: 00000005.png, Guess: Drowzee Correct: Drowzee
File: 00000007.png, Guess: Drowzee Correct: Drowzee
File: 00000009.png, Guess: Drowzee Correct: Drowzee
File: 00000011.png, Guess: Drowzee Correct: Drowzee
File: 00000014.png, Guess: Drowzee Correct: Drowzee
File: 00000015.jpg, Guess: Drowzee Correct: Drowzee
File: 00000019.jpg, Guess: Drowzee Correct: Drowzee
File: 00000021.png, Guess: Drowzee Correct: Drowzee
File: 00000025.png, Guess: Muk Correct: Drowzee
File: 00000026.png, Guess: Nidoqueen Correct: Drowzee
File: 00000030.png, Guess: Drowzee Correct: Drowzee
File: 00000031.jpg, Guess: Drowzee Correct: Drowzee
File: 00000032.png, Guess: Drowzee Correct: Drowzee
File: 00000036.png, Guess: Ivysaur Correct: Drowzee
File: 00000038.png, Guess: Weezing Correct: Drowzee
File: 00000039.jpg, Guess: Drowzee Correct: Drowzee
File: 00000048.png, Guess: Drowzee Correct: Drowzee
File: 00000049.jpg, Guess: Drowzee Correct: Drowzee
File: 00000050.png, Guess: Drowzee Correct: Drowzee
File: 00000051.png, Guess: Tentacool Correct: Drowzee
File: 00000054.png, Guess: Ivysaur Correct: Drowzee
File: 00000056.png, Guess: Weezing Correct: Drowzee
File: 00000057.jpg, Guess: Drowzee Correct: Drowzee
File: 00000061.jpg, Guess: Drowzee Correct: Drowzee
File: 00000066.jpg, Guess: Magmar Correct: Drowzee
File: 00000067.jpg, Guess: Drowzee Correct: Drowzee
File: 00000068.png, Guess: Drowzee Correct: Drowzee
File: 00000073.jpg, Guess: Drowzee Correct: Drowzee
File: 00000074.png, Guess: Wartortle Correct: Drowzee
File: 00000076.jpg, Guess: Drowzee Correct: Drowzee
File: 00000108.jpg, Guess: Tentacool Correct: Drowzee
File: 00000114.jpg, Guess: Drowzee Correct: Drowzee
File: 00000115.jpg, Guess: Porygon Correct: Drowzee
File: 00000123.jpg, Guess: Drowzee Correct: Drowzee
File: 00000133.png, Guess: Nidorino Correct: Drowzee
File: 00000143.jpg, Guess: Ivysaur Correct: Drowzee
File: 00000148.png, Guess: Nidorino Correct: Drowzee
File: 00000150.jpg, Guess: Vaporeon Correct: Drowzee
File: 00000153.jpg, Guess: Machoke Correct: Drowzee
File: 00000154.png, Guess: Machop Correct: Drowzee
File: 00000157.png, Guess: Machop Correct: Drowzee
File: 00000158.png, Guess: Ivysaur Correct: Drowzee
File: 00000159.png, Guess: Mew Correct: Drowzee
File: 00000169.jpg, Guess: Drowzee Correct: Drowzee
File: 00000195.jpg, Guess: Drowzee Correct: Drowzee
File: 00000198.png, Guess: Ivysaur Correct: Drowzee
File: 00000200.jpeg, Guess: Articuno Correct: Drowzee
File: 00000209.jpg, Guess: Drowzee Correct: Drowzee
File: 00000211.jpg, Guess: Drowzee Correct: Drowzee
File: 00000213.jpg, Guess: Gyarados Correct: Drowzee
File: 00000216.png, Guess: Rhyhorn Correct: Drowzee
File: 00000217.jpg, Guess: Drowzee Correct: Drowzee
File: 00000223.png, Guess: Drowzee Correct: Drowzee
File: 00000226.png, Guess: Drowzee Correct: Drowzee
File: 00272cf61861a26eb1ef659458dc2fd1.png, Guess: Drowzee Correct: Drowzee
File: 00e75a6f425848e38b46317cdce41e7c.jpg, Guess: Drowzee Correct: Drowzee
File: 01b7a720a6d34c42a690390f3b797012.jpg, Guess: Nidorina Correct: Drowzee
File: 06c1df62209661c2ffdec0996fdcedcd.jpg, Guess: Drowzee Correct: Drowzee
File: 0708d196704f9bd6b7f23fda7f2a2706.jpg, Guess: Venusaur Correct: Drowzee
File: 07ec3b75698fcc770bc19fecaf96ef21.jpg, Guess: Nidorina Correct: Drowzee
File: 0cc8cc8a3b51e3bb8e807496b4562605.jpg, Guess: Drowzee Correct: Drowzee
File: 0d8c923452c22fe7902aa89dc5c63ee9.jpg, Guess: Drowzee Correct: Drowzee
File: 0ee1877249ae71a965af07395f9a07dc.jpg, Guess: Drowzee Correct: Drowzee
File: 0ef694e6691f8dbe519e0adf7c433b1b.jpg, Guess: Muk Correct: Drowzee
File: 101f8a0f673dafa3a92ec320ab4dc22c.jpg, Guess: Machop Correct: Drowzee
File: 10c984073a6589fc83215ea34c8f7222.jpg, Guess: Drowzee Correct: Drowzee
File: 1163b7334e91b0e469fe60fcef17a1e8.png, Guess: Drowzee Correct: Drowzee
File: 11bbf090e329f8c59b0b76ff47770624.jpg, Guess: Squirtle Correct: Drowzee
File: 127fbea0eb0ac02b579446b6bd63d9cd.jpg, Guess: Drowzee Correct: Drowzee
File: 171f129420c0574c19195c9370a19891.jpg, Guess: Drowzee Correct: Drowzee
File: 17276467c8cec8e0fb31e0190f68a57b.jpg, Guess: Articuno Correct: Drowzee
File: 18ebd878aa9d8558af56f840ab8fac36.jpg, Guess: Snorlax Correct: Drowzee
File: 1d217da5138bd87c12ecccfa8710abc6.png, Guess: Mew Correct: Drowzee
File: 1f4a72e4f989b42a4ab68718ed2a70f2.png, Guess: Drowzee Correct: Drowzee
File: 217f86888916b65e0c293c3a2dd13468.jpg, Guess: Vaporeon Correct: Drowzee
File: 224412eeb4b3cdef6d27a2dcb810bf27.jpg, Guess: Hypno Correct: Drowzee
File: 254603cd230641bba2c20cabcfe014e8.jpg, Guess: Muk Correct: Drowzee
File: 2994ed3d96b7f3b2fc96de8f72558d85.jpg, Guess: Drowzee Correct: Drowzee
File: 2ad87457d3a8e01be43bb432e1b75c5f.png, Guess: Tentacool Correct: Drowzee
File: 2b3d48ef7234d2d304c294ec039c2f55.jpg, Guess: Poliwrath Correct: Drowzee
File: 2c3a50ea458f437ca6e0779c662223ad.jpg, Guess: Drowzee Correct: Drowzee
File: 2c623b9dceeb5b02c785697df12618e0.png, Guess: Drowzee Correct: Drowzee
File: 2ccd2cad370f2b9e1cb3f9747f92fc61.jpg, Guess: Drowzee Correct: Drowzee
File: 2eb2e3c967ab6dd450feeba42906525f.jpg, Guess: Charmeleon Correct: Drowzee
File: 30107ca13527e50f90b6d7968531765d.jpg, Guess: Drowzee Correct: Drowzee
File: 3082455a32c474962c84e7291fb54bd2.png, Guess: Ivysaur Correct: Drowzee
File: 31cabf7025de44548ee77223e50da69c.jpg, Guess: Drowzee Correct: Drowzee
File: 327fa6eaa973e041609be61778d75495.jpg, Guess: Drowzee Correct: Drowzee
File: 352078f8645025e7a8967ab2e38f8573.jpg, Guess: Articuno Correct: Drowzee
File: 3607cee0519a6415ff0ee1bfc5c2f05b.png, Guess: Ivysaur Correct: Drowzee
File: 36593fb78e93466b8a990eb54aaf5ddf.png, Guess: Weezing Correct: Drowzee
File: 38a9b8d2a2c39bd0bfa6e665f1f5b4b6.jpg, Guess: Gyarados Correct: Drowzee
File: 3934470a71e06bcc1f11c33b85488ab7.jpg, Guess: Muk Correct: Drowzee
File: 3d12e009196b4016bf68cfd055046814.jpg, Guess: Drowzee Correct: Drowzee
File: 3db9f16bceb0105850bd0228e11d56a5.jpg, Guess: Drowzee Correct: Drowzee
File: 3e43c069c89d4d4cba29eb94419351c2.jpg, Guess: Drowzee Correct: Drowzee
File: 3e971fe6fa6980e58010979f26d7e3f3.jpg, Guess: Drowzee Correct: Drowzee
File: 3f0f1ebc8c0de57961abc5f6a600d134.jpg, Guess: Drowzee Correct: Drowzee
File: 3f1b431f1440d55d5ef6659e15fa35b2.jpg, Guess: Drowzee Correct: Drowzee
File: 3fc2e739a17201553697162cf2a7410f.jpg, Guess: Drowzee Correct: Drowzee
File: 4090685d0ef1e255319022d6f7a0b183.jpg, Guess: Hypno Correct: Drowzee
File: 40e3aaebc7454c5c80fa6469940e8b75.jpg, Guess: Drowzee Correct: Drowzee
File: 42b7ab529a9c8ead3def00e502bafbfc.jpg, Guess: Porygon Correct: Drowzee
File: 4325902b2d65446d5c4b2d99a6d0724e.jpg, Guess: Vaporeon Correct: Drowzee
File: 433c80fa1eda8230dbf73d62cb7116c5.jpg, Guess: Drowzee Correct: Drowzee
File: 45c52f6b7fc24440d26792c89be4ef50.jpg, Guess: Drowzee Correct: Drowzee
File: 45d745f1a0e22f06594f2967cf8e8710.jpg, Guess: Rhyhorn Correct: Drowzee
File: 47ba1771962ad938e4c727973c2f523a.jpg, Guess: Drowzee Correct: Drowzee
File: 482b83d2aa794dc6926f120760e278f7.jpg, Guess: Drowzee Correct: Drowzee
File: 49c5817a66767a9f34acd674c04362fa.jpg, Guess: Squirtle Correct: Drowzee
File: 4a43840d89c6322d1144ac5c81a900b7.png, Guess: Nidorino Correct: Drowzee
File: 4c119d52691586af638c5e3cd769bd8f.jpg, Guess: Drowzee Correct: Drowzee
File: 4c544d235add180dc77f48993244058c.jpg, Guess: Koffing Correct: Drowzee
File: 4ce343ddd50cc077c65a138bac6e3ecc.png, Guess: Weezing Correct: Drowzee
File: 4d56f720c1ab42eda45b21b9dd649e67.jpg, Guess: Drowzee Correct: Drowzee
File: 4fc16b5bf07e4b70b19b004cfebe1be4.jpg, Guess: Venusaur Correct: Drowzee
File: 511a6bada784df924a03e8e4b52adae6.png, Guess: Mr. Mime Correct: Drowzee
File: 52a4d4d54a703340d2871e7d8e267c36.jpg, Guess: Drowzee Correct: Drowzee
File: 5376ea3716da4c6d8f1b4a3005891921.jpg, Guess: Squirtle Correct: Drowzee
File: 53e2edf1f8dc62bbf160f7dbd2e25e94.jpg, Guess: Ivysaur Correct: Drowzee
File: 54252f98e39ba6d184f5f2617dfab1e6.png, Guess: Drowzee Correct: Drowzee
File: 5497bfc406bbeab6326deb125b036367.jpg, Guess: Drowzee Correct: Drowzee
File: 5501f3700ad357f6e1fe360ab8f814c6.png, Guess: Drowzee Correct: Drowzee
File: 59a25c4ec7de6b99899a3eb2cea37705.jpg, Guess: Drowzee Correct: Drowzee
File: 59f70eaeaeee422fb683fe11f9635b74.jpg, Guess: Drowzee Correct: Drowzee
File: 5a1ec89ebe82421ba114f72ddd8af220.jpg, Guess: Drowzee Correct: Drowzee
File: 5a438562709e8bb568c9be696224c031.jpg, Guess: Drowzee Correct: Drowzee
File: 5bb56a95459faa4c6c35afc11036212f.jpg, Guess: Drowzee Correct: Drowzee
File: 5c7b8004a25c4d8ab78f7f043fc31683.jpg, Guess: Articuno Correct: Drowzee
File: 5f237d0946544416b628be611fcd8265.jpg, Guess: Drowzee Correct: Drowzee
File: 5f8974d41cb580c378ed3360b3f04942.png, Guess: Drowzee Correct: Drowzee
File: 5fc644ad634ad2900022a2b0e71cebef.jpg, Guess: Poliwrath Correct: Drowzee
File: 6124c90bdbb0a7e9e3fc4d031d370637.jpg, Guess: Nidoqueen Correct: Drowzee
File: 6166752c8b1c0a034b2b497c898c5058.jpg, Guess: Drowzee Correct: Drowzee
File: 61c53caf1acf4dc3b1417ad19bfd2cdb.jpg, Guess: Drowzee Correct: Drowzee
File: 63b268f112d18080197cf34f65523791.png, Guess: Machop Correct: Drowzee
File: 63da61fcecd2561a7108ceb61a5819f7.jpg, Guess: Drowzee Correct: Drowzee
File: 64ce459437b7cff917e54cec7fec3f34.jpg, Guess: Drowzee Correct: Drowzee
File: 66c4dd74a9897eee5a22efad651b1abc.jpg, Guess: Drowzee Correct: Drowzee
File: 676a9269f36e97f82810c6afb841fcd8.jpg, Guess: Nidoqueen Correct: Drowzee
File: 679cabfb1ade9306ea7b4cd191f1e9d8.jpg, Guess: Mew Correct: Drowzee
File: 6921685fc5fa17f40e45feb128e3027f.jpg, Guess: Drowzee Correct: Drowzee
File: 6a2000854bef4bbd9b90437824fc15d2.jpg, Guess: Drowzee Correct: Drowzee
File: 6af576f55bbaa132970b554b5ae59cef.jpg, Guess: Diglett Correct: Drowzee
File: 6d83d4b5341d429581ae56fc858088fa.jpg, Guess: Drowzee Correct: Drowzee
File: 6fd2591ef5279148f9476311bc2f9cbd.jpg, Guess: Rhyhorn Correct: Drowzee
File: 6ff9188152ea3b6c7c27f0810b2c58b7.jpg, Guess: Machoke Correct: Drowzee
File: 7054b56258fe9238fcb17755efb4d65f.jpg, Guess: Drowzee Correct: Drowzee
File: 720bdef29033c930ff53f297cdd6528e.jpg, Guess: Drowzee Correct: Drowzee
File: 7262a09e61f9292e3d312b06a32b31f3.jpg, Guess: Drowzee Correct: Drowzee
File: 7359f5560399ee363295cd8928a19aa2.jpg, Guess: Lapras Correct: Drowzee
File: 778c29d9fa6841dbb121e8dfff88999d.jpg, Guess: Drowzee Correct: Drowzee
File: 79be658e0ff49b5063de92c75388393b.png, Guess: Drowzee Correct: Drowzee
File: 7a500832cf44638eb5e916a4488f8321.jpg, Guess: Drowzee Correct: Drowzee
File: 7b7c7ebaee228243a5dc58625b44c187.png, Guess: Drowzee Correct: Drowzee
File: 7bace6932b6b4e8e2a21715a67147763.jpg, Guess: Rhyhorn Correct: Drowzee
File: 7bfbb71c7cf2cf3d1c824145938fcad2.jpg, Guess: Weezing Correct: Drowzee
File: 7dd7312bc95143087e5cf3b3e0fd3094.jpg, Guess: Articuno Correct: Drowzee
File: 7e677ea69a73481e91236bc2c5435c72.jpg, Guess: Drowzee Correct: Drowzee
File: 7e6c36d18562098db090a9e617ba1c8d.jpg, Guess: Machop Correct: Drowzee
File: 7f94b2eb85254fbab7673c919f2d75a8.jpg, Guess: Nidorina Correct: Drowzee
File: 803c51fe7751507883eeb11608afac4c.png, Guess: Drowzee Correct: Drowzee
File: 8082032dc2694ab4b50c5f1939d6054a.jpg, Guess: Weezing Correct: Drowzee
File: 80938bd21cded7ded81d2b3846f551cc.jpg, Guess: Nidoqueen Correct: Drowzee
File: 80cc5343790d6af4e6dc5a3796244089.jpg, Guess: Drowzee Correct: Drowzee
File: 81a6e7cf0fd1360fae416c8a996b8eda.jpg, Guess: Drowzee Correct: Drowzee
File: 823d663c0fc763b68cb2d286e44a2982.jpg, Guess: Nidorina Correct: Drowzee
